timestamp,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8
10,0.0,0.5013828787816833,0.054340204942207586,0.0,0.38635504372708307,0.9999000099990001,0.0,0.10713750026784372,0.9999497004455712,0.9999572215610149,0.8138516671663392,0.9698431088606106,0.0,0.0,0.12535768536568045,0.003929514101107739,0.012643058484033848,0.06328131553599183,0.0,0.33331892298768556,0.5555555555556173,0.0,0.9185310015295819,0.0,0.9930356042410492,0.0006172559034169931,0.0
11,0.0,0.5010822936685065,0.05698076469735817,0.0,0.44154862140241374,0.9999000099990001,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.8143363663552,0.9723786464001146,0.0004885044879639957,0.0,0.12617782069682654,0.004322465511400403,0.04618228307362364,0.0642181856179514,0.0,0.33331892298768556,0.4377104377104221,0.0,0.9158014801601421,0.0,0.0,0.0006172559034169931,0.10203602688037089
12,0.0,0.5007678885501259,0.059581087351480384,0.0,0.38635504372708307,0.0,0.0,0.8571000021427501,0.9999497004455712,0.9999572215610149,0.7105722207981756,0.9096240922973686,0.0009770089759280262,0.0,0.12699795602797265,0.0047154169216930665,0.06567366490317582,0.06478598566762381,0.0,0.33331892298768556,0.5050505050505336,0.0,0.9187192443826461,0.8888952512111935,0.0,0.0006172559034169931,0.14285043763251928
13,0.0,0.5004638484356483,0.06217135073034243,0.0,0.5703336359781467,0.0,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.013030704352185306,0.9089902079124935,0.0019540179518560174,0.0,0.12781809135911873,0.005108368331531006,0.0846382526292266,0.06521183570487815,0.0,0.33331892298768556,0.5050505050505336,0.0,0.9686977218713446,0.8884729731821146,0.9930356042410492,0.0006172559034169931,0.0
14,0.0,0.5001425333146661,0.06482196976075338,0.0,0.40475290295221256,0.0,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.3602823639584371,0.9083563235276166,0.0,0.0,0.1286382266902648,0.0055013197418236695,0.09561312978550601,0.0657654407533087,0.0,0.33331892298768556,0.4377104377104221,0.0,0.8838943165656625,0.0,0.0,0.0006172559034169931,0.0
15,0.0,0.5001425333146661,0.06482196976075338,0.0,0.5335379175278876,0.0,0.0,0.08928125022320316,0.9999497004455712,0.9999572215610149,0.880340519142935,0.905186901603236,0.0004885044879639957,0.0,0.12945836202141092,0.005894271151661609,0.09649111995800837,0.06587900076324321,0.0,0.33331892298768556,0.5555555555556173,0.0,0.8863414736555048,0.0,0.0,0.0006172559034169931,0.10203602688037089
16,0.0,0.49984194820148903,0.06742229241487581,0.0,0.4231507621773421,0.0,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.7947301236693648,0.9039191328334824,0.0009770089759280262,0.0,0.13027849735255706,0.0062872225619542725,0.09684231602700931,0.06597836577193587,0.0,0.33331892298768556,0.40404040404036634,0.0,0.8901063307168002,0.8876284171239567,0.9930356042410492,0.0006172559034169931,0.0
17,0.0,0.49951026807660437,0.0700226150689938,0.0,0.5151400583028161,0.0,0.0,0.1785625004464062,0.9999497004455712,0.9999572215610149,0.8144134046368732,0.9039191328334824,0.0019540179518560174,0.0,0.13109863268370314,0.006680173972246936,0.09732521062188561,0.06607773078062852,0.0,0.33331892298768556,0.5050505050505336,0.0,0.8885062664657498,0.8876284171239567,0.0,0.0006172559034169931,0.10203602688037089
18,0.0,0.49951026807660437,0.0700226150689938,0.0,0.6071293544283478,0.0,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.8138436423453314,0.9045530172183591,0.0,0.0,0.13191876801484925,0.0070731253820848754,0.09763250718226138,0.06619129079056305,0.0,0.33331892298768556,0.4377104377104221,0.0,0.8880356593330876,0.8876284171239567,0.0,0.0006172559034169931,0.04081441075214833
19,0.0,0.4991785879517193,0.07265311554888844,0.0,0.6255272136534195,0.0,0.0,0.8392437520981095,0.9999497004455712,0.9999572215610149,0.81385327213054,0.9020174796788553,0.0004885044879639957,0.0,0.13273890334599533,0.007466076792377539,0.10939757549379295,0.0664893858166411,0.0,0.33331892298768556,0.48821548821550576,0.0,0.8879415379065556,0.0,0.9743923903057142,0.0006172559034169931,0.0
20,0.0,0.4988158128151266,0.07525846784063883,0.0,0.5151400583028161,0.0,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.8138372224885244,0.9001158265242265,0.0009770089759280262,0.0,0.13355903867714142,0.007859028202215478,0.11001216861454456,0.06654616582160827,0.0,0.33331892298768556,0.5387205387205893,0.0,0.6425669789366181,0.8872061390948778,0.9935607651969741,0.0006172559034169931,0.10203602688037089
21,0.0,0.4988158128151266,0.07525846784063883,0.0,0.5519357767530172,0.0,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.813838827452727,0.896312520214969,0.0019540179518560174,0.0,0.1343791740082875,0.008251979612508143,0.11089015878704692,0.06664553083030102,0.0,0.666635590487568,0.5723905723906452,0.0,0.6518850001633245,0.8867838610657989,0.9935607651969741,0.0006172559034169931,0.04081441075214833
22,0.0,0.49846685768373716,0.07785879049476105,0.0,0.45994648062754323,0.0,0.0,0.28570000071425,0.9999497004455712,0.9999572215610149,0.8143347613909973,0.8982141733695977,0.0,0.0,0.1351993093394336,0.008644931022800806,0.11317293323555302,0.0670146008625881,0.0,0.33331892298768556,0.5050505050505336,0.0,0.6501908144857416,0.8863615830367199,0.9935607651969741,0.0006172559034169931,0.08162882150429672
23,0.0,0.49846685768373716,0.07785879049476105,0.0,0.5519357767530172,0.0,0.0,0.5535437513838594,0.9999497004455712,0.9999572215610149,0.8464388603141129,0.8563778039677682,0.0009770089759280262,0.0,0.1360194446705797,0.009037882432638745,0.008472605164647668,0.06539637072102161,0.0,0.33331892298768556,0.37037037037031056,0.0,0.6397433361406465,0.885094748949483,0.0,0.0006172559034169931,0.0
24,0.0,0.49810753754844533,0.08045911314887903,0.0,0.44154862140241374,0.0,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.8441196870429077,0.8551100351980145,0.001465513463892022,0.0,0.13683958000172577,0.009430833842931408,0.009306695828524916,0.06550993073095612,0.0,0.33331892298768556,0.4377104377104221,0.0,0.6471789288367051,0.8863615830367199,0.9935607651969741,0.0006172559034169931,0.0
25,0.0,0.49776894742095856,0.08305943580300146,0.0,0.5335379175278876,0.0,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.814249698288318,0.8893397919813307,0.001465513463892022,0.0,0.13765971533287188,0.009823785252769347,0.011721168802906396,0.06589319576448498,0.0,0.666635590487568,0.3872053872054394,0.0,0.6500025716326767,0.8880506951530356,0.9721604562430333,0.0006172559034169931,0.08162882150429672
26,0.0,0.4973958072804633,0.08564466954423554,0.0,0.45994648062754323,0.0,0.0,0.0535687501339218,0.9999497004455712,0.9999572215610149,0.8142593280735265,0.88617037005695,0.001465513463892022,0.0,0.13847985066401797,0.010216736663062012,0.012028465363282234,0.0659641707706941,0.0,0.33331892298768556,0.37037037037031056,0.0,0.6412492789651646,0.8939625875601409,0.9817008802756695,0.0006172559034169931,0.0
27,0.0,0.4973958072804633,0.08564466954423554,0.0,0.4231507621773421,0.0,0.0,0.10713750026784372,0.9999497004455712,0.9999572215610149,0.8142593280735265,0.88617037005695,0.0019540179518560174,0.0,0.13929998599516405,0.010609688073354676,0.012423560940908277,0.0660067557744195,0.0,0.33331892298768556,0.5218855218855615,0.0,0.6441670431876686,0.8952294216473778,0.9834076533824255,0.0006172559034169931,0.0
28,0.0,0.49699157212825973,0.08824499219835798,0.0,0.45994648062754323,0.0,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.013030704352185306,0.8842687169023212,0.0019540179518560174,0.0,0.14012012132631016,0.011002639483192614,0.012818656518534319,0.06610612078311215,0.0,0.33331892298768556,0.45454545454545,0.0,0.8764587238696042,0.8960739777055358,0.9822260412315944,0.0006172559034169931,0.10203602688037089
29,0.0,0.49660806698386173,0.09084028521484777,0.0,0.5519357767530172,0.0,0.0,0.08928125022320316,0.9999497004455712,0.9999572215610149,0.23190769733522043,0.88617037005695,0.0019540179518560174,0.0,0.14094025665745624,0.011395590893485278,0.013125953078910157,0.06619129079056305,0.0,0.33331892298768556,0.4377104377104221,0.0,0.8806000666370293,0.9007190360254043,0.9886154995286811,0.0006172559034169931,0.0
30,0.0,0.49660806698386173,0.09084028521484777,0.0,0.4231507621773421,0.0,0.0,0.07142500017856247,0.9999497004455712,0.9999572215610149,0.8599895730675914,0.88617037005695,0.002931026927784044,0.0,0.14176039198860232,0.011788542303323218,0.013960043742787406,0.06630485080049756,0.0,0.666635590487568,0.3872053872054394,0.0,0.8860591093759075,0.9053640943452727,0.9855082972061252,0.0006172559034169931,0.0
31,0.0,0.49623492684336606,0.09343557823133779,0.0,0.4783443398526727,0.9999000099990001,0.0,0.10713750026784372,0.9999497004455712,0.9999572215610149,0.8437425204555491,0.8842687169023212,0.0,0.0,0.1425805273197484,0.012181493713615881,0.014267340303163182,0.06640421580919022,0.0,0.666635590487568,0.40404040404036634,0.0,0.8846472879779215,0.9138096549268516,0.9815695900366883,0.0006172559034169931,0.0
32,0.0,0.4958237816885611,0.09603087124783226,0.0,0.4967421990776865,0.9999000099990001,0.0,0.10713750026784372,0.9999497004455712,0.9999572215610149,0.8142946372859597,0.8830009481325676,0.0009770089759280262,0.0,0.14340066265089452,0.012574445123908545,0.014662435880789287,0.06644680081291561,0.0,0.33331892298768556,0.45454545454545,0.0,0.8866238379351019,0.9159210450722465,0.9875214142038374,0.0006172559034169931,0.10203602688037089
33,0.0,0.4958237816885611,0.09603087124783226,0.0,0.5151400583028161,0.9999000099990001,0.0,0.24998750062496866,0.9999497004455712,0.9999572215610149,0.8138243827749138,0.8810992949779388,0.0019540179518560174,0.0,0.1442207979820406,0.012967396533746484,0.017735401484547483,0.0667732858414773,0.0,0.33331892298768556,0.33670033670035576,0.0,0.9116601373927169,0.9180324352176414,0.9875214142038374,0.0006172559034169931,0.020407205376074166
34,0.0,0.4954091815324549,0.09862616426432205,0.0,0.3495593252769398,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8138356175243235,0.8785637574384348,0.0,0.0,0.14504093331318674,0.013360347944039147,0.020413271510679634,0.0671423558737644,0.0,0.33331892298768556,0.47138047138047784,0.0,0.8881297807596201,0.91845471324672,0.9875214142038374,0.0006172559034169931,0.0
35,0.0,0.49499458137634894,0.10122145728081652,0.0,0.38635504372708307,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.8138163579539059,0.8196125096449481,0.0009770089759280262,0.0,0.14586106864433285,0.013753299353877087,0.020720568071055476,0.0672275258812152,0.0,0.33331892298768556,0.4377104377104221,0.0,0.8879415379065556,0.9180324352176414,0.0,0.0006172559034169931,0.10203602688037089
36,0.0,0.49499458137634894,0.10122145728081652,0.0,0.4967421990776865,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.8142609330377275,0.8202463940298217,0.0019540179518560174,0.0,0.14668120397547893,0.014146250764169751,0.022652146450560646,0.06761079091474413,0.0,0.33331892298768556,0.45454545454545,0.0,0.8893533593045408,0.9176101571885623,0.9875214142038374,0.0006172559034169931,0.0
37,0.0,0.4945765262189418,0.10381675029730643,0.0,0.5335379175278876,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.8142593280735265,0.8747604511291773,0.0,0.0,0.147501339306625,0.014539202174462414,0.023266739571312322,0.06780952093212946,0.0,0.33331892298768556,0.47138047138047784,0.0,0.9134484444968324,0.9188769912757991,0.0,0.0006172559034169931,0.020407205376074166
38,0.0,0.4945765262189418,0.10381675029730643,0.0,0.40475290295221256,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.11398455759233858,0.8734926823594255,0.0004885044879639957,0.0,0.14832147463777112,0.014932153584300353,0.02392523220068904,0.06783791093461308,0.0,0.666635590487568,0.4208754208753942,0.0,0.9117542588192499,0.9201438253630358,0.0,0.0006172559034169931,0.10203602688037089
39,0.0,0.4937058658911192,0.10900733633029086,0.0,0.5151400583028161,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.13372240734269866,0.8722249135896735,0.0009770089759280262,0.0,0.1491416099689172,0.015325104994593016,0.024232528761064877,0.06786630093709671,0.0,0.666635590487568,0.5723905723906452,0.0,0.9320844869502457,0.920566103392115,0.20560051424461018,0.0006172559034169931,0.0
40,0.0,0.49325326072070325,0.11160262934678528,0.0,0.3311614660518103,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.761818727752884,0.8722249135896735,0.001465513463892022,0.0,0.1499617453000633,0.015718056404430955,0.04741146931512693,0.09120288297863338,0.0,0.666635590487568,0.45454545454545,0.0,0.9404612939116279,0.9201438253630358,0.9875214142038374,0.0006172559034169931,0.04081441075214833
41,0.0,0.49279374554768585,0.1141878630880193,0.0,0.4967421990776865,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.8719931003308006,0.8709571448199198,0.0034195314157480393,0.0,0.15078188063120937,0.01611100781472362,0.08038000029259021,0.13699595698471456,0.0,0.666635590487568,0.5218855218855615,0.0,0.9355669797319444,0.9197215473339568,0.9904535628744183,0.0006172559034169931,0.06122161612822256
42,0.0,0.492337685375969,0.11673285972822069,0.0,0.40475290295221256,0.9999000099990001,0.0,0.035712500089281236,0.9999497004455712,0.9999572215610149,0.8142978472143633,0.8690554916652911,0.006350558343532083,0.0,0.15160201596235548,0.016503959225016285,0.11650929589106196,0.2012141426026659,0.0,0.666635590487568,0.47138047138047784,0.0,0.9382965011013833,0.9192992693048782,0.9695784148764024,0.0006172559034169931,0.0
43,0.0,0.5621425316590293,0.22029309850645457,0.0,0.45994648062754323,0.9999000099990001,0.0,0.6249687515624218,0.9999497004455712,0.9999572215610149,0.8138035182402937,0.8658860697409103,0.0083045762953881,0.0,0.33626915469208424,0.10498351840127693,0.15514086348116538,0.258036732573634,0.0,0.666635590487568,0.3872053872054394,0.0,0.9496851937118026,0.9188769912757991,0.9789437852570636,0.0006172559034169931,0.020407205376074166
44,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5151400583028161,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8138163579539059,0.8658860697409103,0.009770089759280122,0.0,0.33708929002323035,0.10537646981156959,0.18600221804462308,0.38396058858973625,0.0,0.33331892298768556,0.3872053872054394,0.0,0.9524147150812416,0.91845471324672,0.9803442144728635,0.0006172559034169931,0.10203602688037089
45,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5703336359781467,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137970983834868,0.8690554916652911,0.010747098735208148,0.0,0.33790942535437646,0.10576942122186225,0.22520447924685302,0.4325500778404541,0.0,0.666635590487568,0.33670033670035576,0.0,0.9578737578201204,0.9180324352176414,0.9936482920229616,0.0006172559034169931,0.0
46,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5151400583028161,0.9999000099990001,0.0,0.10713750026784372,0.9999497004455712,0.9999572215610149,0.8142593280735265,0.8703232604350447,0.011724107711136175,0.0,0.33872956068552257,0.10616237263170018,0.2573389195604391,0.53615939190443,0.0,0.666635590487568,0.45454545454545,0.0,0.9512852579628529,0.9176101571885623,0.9936482920229616,0.0006172559034169931,0.020407205376074166
47,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5519357767530172,0.9999000099990001,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.23213399728763592,0.8652521853560352,0.0,0.0,0.3395496960166686,0.10655532404199285,0.29096594316727914,0.5917754067698441,0.0,0.666635590487568,0.33670033670035576,0.0,0.9545795078914863,0.9171878791594833,0.9936482920229616,0.0006172559034169931,0.0
48,0.0,0.5621425316590293,0.22029309850645457,0.0,0.4783443398526727,0.9999000099990001,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.09347792998944761,0.8639844165862816,0.0009770089759280262,0.0,0.34036983134781473,0.10694827545183079,0.3190177291787292,0.6661146282732066,0.0,0.33331892298768556,0.5050505050505336,0.0,0.9518499865220473,0.9167656011304042,0.0,0.0006172559034169931,0.0
49,0.0,0.5621425316590293,0.22029309850645457,0.0,0.4783443398526727,0.9999000099990001,0.0,0.8213875020534687,0.9999497004455712,0.9999572215610149,0.721553385865012,0.8519406132736338,0.0009770089759280262,0.0,0.34118996667896084,0.10734122686212345,0.35312764738044555,0.7291830187905712,0.0,0.666635590487568,0.48821548821550576,0.0,0.9518499865220473,0.9163433231013256,0.0,0.0006172559034169931,0.14285043763251928
50,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5151400583028161,0.9999000099990001,0.0,0.9642375024105939,0.9999497004455712,0.9999572215610149,0.880340519142935,0.8481373069643763,0.0009770089759280262,0.0,0.3420101020101069,0.10773417827241612,0.38574498228890786,0.7805973132884094,0.0,0.666635590487568,0.4208754208753942,0.0,0.9540147793322918,0.9154987670431675,0.9936482920229616,0.0006172559034169931,0.10203602688037089
51,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5519357767530172,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8142946372859597,0.8506728445038819,0.0,0.0,0.342830237341253,0.10812712968225406,0.4191525083526223,0.8516149045011882,0.0,0.33331892298768556,0.33670033670035576,0.0,0.9407436581912253,0.9150764890140883,0.9857708776840877,0.0006172559034169931,0.10203602688037089
52,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5335379175278876,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137826537056738,0.877295988668683,0.0009770089759280262,0.0,0.3436503726723991,0.10852008109254672,0.45119914964895813,0.9263941710430466,0.0,0.666635590487568,0.3872053872054394,0.0,0.9417789938830816,0.9146542109850098,0.9871275434868937,0.0006172559034169931,0.0
53,0.0,0.5621425316590293,0.22029309850645457,0.0,0.45994648062754323,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137987033476877,0.8709571448199198,0.0009770089759280262,0.0,0.3444705080035452,0.10891303250238465,0.48478227374717303,0.9742455202291903,0.0,0.666635590487568,0.3872053872054394,0.0,0.921354644325553,0.9133873768977729,0.9809569022547758,0.0006172559034169931,0.10203602688037089
54,0.0,0.5621425316590293,0.22029309850645457,0.0,0.38635504372708307,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.8354596192668534,0.0009770089759280262,0.0,0.3452906433346913,0.10930598391267732,0.49031361183393785,0.9862261012772784,0.0,0.666635590487568,0.33670033670035576,0.0,0.9172133015581282,0.9125428208396148,0.9848956094242127,0.0006172559034169931,0.10203602688037089
55,0.0,0.5621425316590293,0.22029309850645457,0.0,0.4967421990776865,0.0,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7929893654801454,0.0,0.0,0.3461107786658374,0.10969893532296998,0.4931670798945705,0.9868506813319181,0.0,0.666635590487568,0.45454545454545,0.0,0.9194722157949056,0.9121205428105359,0.9848956094242127,0.0006172559034169931,0.0
56,0.0,0.5621425316590293,0.22029309850645457,0.0,0.4783443398526727,0.0,0.0,0.9820937524552344,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7486174585388103,0.0009770089759280262,0.0,0.34693091399698345,0.11005914078191231,0.49457186417057425,0.9870068263455781,0.0,0.666635590487568,0.33670033670035576,0.0,0.9177780301173225,0.9116982647814569,0.9848956094242127,0.0006172559034169931,0.12244323225644511
57,0.0,0.5621425316590293,0.22029309850645457,0.0,0.4783443398526727,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7410108459202953,0.0009770089759280262,0.0,0.3473409816625565,0.110255616487286,0.4949230602395752,0.9871061913542707,0.0,0.666635590487568,0.40404040404036634,0.0,0.9174956658377255,0.911275986752378,0.9848956094242127,0.0006172559034169931,0.0
58,0.0,0.5621425316590293,0.22029309850645457,0.0,0.5703336359781467,0.9999000099990001,0.0,0.14285000035712495,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7372075396110394,0.0009770089759280262,0.0,0.3481611169937026,0.11064856789712395,0.4972058346880813,0.9875462363927667,0.0,0.666635590487568,0.4377104377104221,0.0,0.907236430345695,0.9108537087232991,0.0,0.0006172559034169931,0.0
59,0.0,0.5002219983445865,0.05349019618292955,0.0,0.6071293544283478,0.9999000099990001,0.0,0.12499375031248439,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7397430771505433,0.0,0.0,0.3489812523248487,0.11104151930741661,0.49751313124845714,0.9876597964027013,0.0,0.666635590487568,0.4208754208753942,0.0,0.9103424374212639,0.9104314306942201,0.06166264890818553,0.0006172559034169931,0.020407205376074166
60,0.0,0.4999145032288076,0.05607542992416364,0.0,0.5519357767530172,0.9999000099990001,0.0,0.14285000035712495,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7308686957622763,0.0009770089759280262,0.0,0.34980138765599483,0.11143447071770927,0.49852281994683484,0.9878443314188449,0.0,0.666635590487568,0.47138047138047784,0.0,0.652732093002116,0.9100091526651412,0.9848956094242127,0.0006172559034169931,0.0
61,0.0,0.49960355311172816,0.05871096004168626,0.0,0.5703336359781467,0.9999000099990001,0.0,0.10713750026784372,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7296009269925243,0.0009770089759280262,0.0,0.35062152298714094,0.1118274221275472,0.4992252120848367,0.9879720864300211,0.0,0.666635590487568,0.4377104377104221,0.0,0.6523556072959864,0.9095868746360621,0.986383565466,0.0006172559034169931,0.0
62,0.0,0.49930296799855106,0.0613213419710644,0.0,0.5703336359781467,0.0,0.0,0.12499375031248439,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7289670426076476,0.0009770089759280262,0.0,0.351441658318287,0.11222037353783987,0.4995325086452126,0.9880572564374721,0.0,0.666635590487568,0.3872053872054394,0.0,0.6478377788224319,0.0,0.9724668001339895,0.0006172559034169931,0.12244323225644511
63,0.0,0.49897474287496724,0.06392166462518703,0.0,0.5703336359781467,0.0,0.0,0.12499375031248439,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7251637362983916,0.0,0.0,0.3522617936494331,0.11261332494767781,0.5330717332348024,0.9884689114734845,0.0,0.666635590487568,0.3535353535352827,0.0,0.6509437858980007,0.0,0.9880903385727562,0.0006172559034169931,0.0
64,0.0,0.4986430627500822,0.06651695764168129,0.0,0.40475290295221256,0.0,0.0,0.12499375031248439,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7143877017554958,0.0009770089759280262,0.0,0.3530819289805792,0.11300627635797048,0.53408142193318,0.988582471483419,0.0,0.666635590487568,0.47138047138047784,0.0,0.6560263429307496,0.9091645966069832,0.9918539920902182,0.0006172559034169931,0.0
65,0.0,0.4983079276238966,0.06911225065817131,0.0,0.3495593252769398,0.9999000099990001,0.0,0.017856250044640563,0.9999497004455712,0.9999572215610149,0.8137698139920615,0.7188248924496285,0.001465513463892022,0.0,0.3539020643117253,0.11339922776826314,0.537066588519688,0.9887102264945953,0.0,0.666635590487568,0.47138047138047784,0.0,0.6574381643287355,0.9087423185779042,0.9918539920902182,0.0006172559034169931,0.020407205376074166
